#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: ID19_pp_elist
#  filename..................: E_ID19_pp.set
#  filepath..................: D:\shared_git\MaestriaThesis\Raw\ID19\
#  nchan.....................: 19
#  pnts......................: 375000
#  srate.....................: 250
#  nevents...................: 516
#  generated by (bdf)........: 
#  generated by (set)........: ID19_pp_elist
#  reported in ..............: 
#  prog Version..............: 10.02
#  creation date.............: 21-Oct-2023 23:36:34
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


1     	0     	     19	     condition19	      2.0000	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	   1998	              ""	     15.0000	  13000.00	    0.0	    00000000     00000000	   1	[       ]
3     	0     	      4	OVTK_StimulationId_Label_04	     18.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
4     	0     	     13	OVTK_StimulationId_Label_13	     20.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
5     	0     	      6	OVTK_StimulationId_Label_06	     23.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
6     	0     	     13	OVTK_StimulationId_Label_13	     25.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
7     	0     	      5	OVTK_StimulationId_Label_05	     28.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
8     	0     	     13	OVTK_StimulationId_Label_13	     30.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
9     	0     	      7	OVTK_StimulationId_Label_07	     33.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
10    	0     	     13	OVTK_StimulationId_Label_13	     35.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
11    	0     	   1998	              ""	     43.0000	   8000.00	    0.0	    00000000     00000000	   1	[       ]
12    	0     	      7	OVTK_StimulationId_Label_07	     46.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
13    	0     	     13	OVTK_StimulationId_Label_13	     48.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
14    	0     	      4	OVTK_StimulationId_Label_04	     51.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
15    	0     	     13	OVTK_StimulationId_Label_13	     53.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
16    	0     	      5	OVTK_StimulationId_Label_05	     56.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
17    	0     	     13	OVTK_StimulationId_Label_13	     58.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
18    	0     	      6	OVTK_StimulationId_Label_06	     61.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
19    	0     	     13	OVTK_StimulationId_Label_13	     63.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
20    	0     	   1998	              ""	     71.0000	   8000.00	    0.0	    00000000     00000000	   1	[       ]
21    	0     	      7	OVTK_StimulationId_Label_07	     74.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
22    	0     	     13	OVTK_StimulationId_Label_13	     76.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
23    	0     	      5	OVTK_StimulationId_Label_05	     79.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
24    	0     	     13	OVTK_StimulationId_Label_13	     81.0000	   2000.00	    0.0	    00000000     00000000	   1	[       ]
25    	0     	      6	OVTK_StimulationId_Label_06	     84.0000	   3000.00	    0.0	    00000000     00000000	   1	[       ]
